ID;FechaHora;NombreResponsable;Area;Circuito;Circuito_Observaciones;Estructura_Tag;Latitud_GPS;Longitud_GPS;Latitud_Manual;Longitud_Manual;ID_GPS1;ID_GPS2;ID_GPS3;Observaciones;Observaciones_Generales;Apoyo_Tipo;Apoyo_Subtipo;Apoyo_Observacion;Apoyo_Cantidad;Configuracion;Disposicion;Altura;CaracteristicasPlaca;ResistenciaPlaca;PesoPlaca;Avifauna_Poste;Avifauna_Equipos;Avifauna_Observaciones;Diagonal_Tirante;Cruceta_Crucero;Cruceta_Tipo;Cruceta_Cantidad;Observacion_Cruceta;Bayoneta;Bayoneta_Tipo;Bayoneta_Observaciones;Templete_Anclaje;Templete_Cantidad;Templete_Avifauna;Templete_Observaciones;Aislador_Tipo;Aislador_A;Aislador_B;Aislador_C;DPS_Pararrayos;DPS_A;DPS_B;DPS_C;Seccionador;Reconectador;Linepost;Transformador;PT;CT;Fusible;Mufa;Enrollamiento_Cable;Observaciones_Equipos;Afloramiento;Conectores_Afloramiento;Tuberia_Afloramiento;Cable;SPT_Bajante;SPT_Conexion;SPT_Cantidad;SPT_Estado;Herrajes_Accesorios;Cable_De_Guarda;Otras_Observaciones;Ruta_Fotos
39;2025-09-09 10:32:12;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;114;13.8382815;-89.2627444;13.838619;89.262994;1;;;;Poste;Concreto;;1;Retención (Corte);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;Sí;4;;Templete hacia EB2 flojo;Ceramica (Aislador de suspensión);2;2;2;No;;;;No;No;Sí;No;No;No;No;No;No;1 Linepost para puente de la mitad;No;NA;NA;No;No;;;;;No;Termografía 806, 807 y 808;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103657_8675553972885569530.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103709_1748070493310971728.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103726_3082911714446878058.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103753_1288292783344713862.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103843_166171686854279677.jpg
38;2025-09-09 10:24:27;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;114;13.8382255;-89.2627201;13.838214;89.262999;1;;;;Poste;Concreto;;;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;Sí;1;;1 templete roto y el otro flojo;Ceramica (Aislador de suspensión);2;2;2;No;;;;No;No;Sí;No;No;No;No;No;No;1 Linepost para puente de la mitad ;No;NA;NA;No;No;;;;;No;Termografía 803, 804y 805;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_102959_4309296348802395234.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103109_1701519480144034068.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103148_387056503254547572.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_103158_7359467673026556756.jpg
37;2025-09-09 10:09:15;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;113;13.8374087;-89.2619571;13.837339;89.261959;1;;;;Poste;Concreto;;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;Sí;1;;Templete sobre muro en andén;Ceramica (Aislador de suspensión);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 799, 800 y 801;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101148_4264364939518079590.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101312_5092707080970990690.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101330_8270110169051264061.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101355_1057902240100259176.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101404_2374788593836607804.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101418_8119938706699765431.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_101523_8539955755646891908.jpg
36;2025-09-09 10:02:35;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;112;13.8367617;-89.2615194;13.836811;89.26148;1;;;;Poste;Concreto;Poste con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;No;;;;Ceramica (Aislador de suspensión);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 796, 797 y 798;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_100458_3566322066232758536.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_100552_2029878709056915901.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_100702_8810360956775359304.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_100713_4870020001005092149.jpg
35;2025-09-09 09:55:49;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;111;13.8361707;-89.2608568;13.836114;89.260901;1;;;;Poste;Concreto;Poste con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;Sí;1;;Templetes suelto ;Linepost (Aislador tipo columna);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 791, 794 y 795;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095751_9193017400479635677.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095819_6044160631814818582.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095835_8298421170057916925.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095845_105307550611538547.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_100009_8362990185897573259.jpg
34;2025-09-09 09:47:47;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;110;13.8355373;-89.2604534;13.835553;89.260478;1;;;;Poste;Concreto;Poste con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;No;;;;Linepost (Aislador tipo columna);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 788, 789 y 790;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095210_7648799971518745761.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095221_1325345805868533141.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095234_6770716888074003800.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095255_8485103497227194451.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_095313_8485051777379864845.jpg
33;2025-09-09 09:41:41;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;109;13.8349707;-89.2599724;13.83495;89.259956;1;;;;Poste;Concreto;Poste con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;No;;;;Linepost (Aislador tipo columna);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 785, 786 y 787;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_094452_9202112094346344035.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_094505_9079450774898281682.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_094529_469604769151737597.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_094538_890219342824764723.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_094631_262010524155651835.jpg
32;2025-09-09 09:29:22;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;108;13.8343791;-89.2594452;13.834394;89.259516;1;;;;Poste;Concreto;Postes con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;;;No;NA;;No;;;;Linepost (Aislador tipo columna);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 782, 783 y 784;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_093156_4496919116851531028.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_093212_668338756417994194.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_093238_3001569546690979401.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_093248_2725543094700780222.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_093333_8774642339485284529.jpg
31;2025-09-09 09:21:49;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;107;13.8338486;-89.2590242;13.833824;89.259002;1;;;;Poste;Concreto;Poste con porosidad por humedad ;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;No;;;;Linepost (Aislador tipo columna);1;1;1;No;;;;No;No;No;No;No;No;No;No;No;;No;NA;NA;No;No;;;;;No;Termografía 779, 880 y 781;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_092535_3509718901889809036.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_092607_5893818445364131183.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_092637_8059569157617104665.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_092724_96495213544979534.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_092737_3809244273988160945.jpg
30;2025-09-09 08:29:24;ANDA ;EB3-EB2 ;SE CEL-Anda - EB2;;90;13.8227356;-89.250849;13.822693;89.250866;1;;;;Poste;Concreto;;1;Paso (Tangente);Horizontal;;No;;;No;No;;Sí;Sí;Metálica;1;;No;NA;;Sí;4;;Templetes sueltos por el costado EB2;Ceramica (Aislador de suspensión);2;2;2;No;;;;No;No;Sí;No;No;No;No;No;No;1 Linepost ;No;NA;NA;No;No;;;;;No;Termografía 776, 777 y 778;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_083312_6434251865409708111.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_083342_1933931705297113926.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_083354_5808595046989917089.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_083419_5160912830637594187.jpg,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250909_083437_7497730441424035287.jpg
